Município;State;Municipality; Gross Rol [%] ; Gross Rol [%] ;Risk_period 1;Limit (Mio) 1;Exit 1; Strike 1 ;Risk_period 2;Limit (Mio) 2;Exit 2; Strike 2 ;Area (The client selects);Value per hectare (The client selects);Prize;Maximum indemnity limit;Maximum indemnity limit - STRIKE 1;Maximum indemnity limit - STRIKE 2; Amount paid per millimeter - Strike 1 ; Amount paid per millimeter - Strike 2 
Eugenio De Castro - RS;rio grande do sul;Eugenio De Castro; 8,20 ;8,20%;12-01 / 02-01;5;0; 127 ;02-01 / 04-01;5;0; 131 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.974,88 ; R$ 1.902,65 
Fontoura Xavier - RS;rio grande do sul;Fontoura Xavier; 8,20 ;8,20%;12-01 / 02-01;5;0; 179 ;02-01 / 04-01;5;0; 140 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.396,04 ; R$ 1.782,79 
Formigueiro - RS;rio grande do sul;Formigueiro; 8,20 ;8,20%;12-01 / 02-01;5;0; 116 ;02-01 / 04-01;5;0; 91 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.152,74 ; R$ 2.741,18 
Fortaleza Dos Valos - RS;rio grande do sul;Fortaleza Dos Valos; 8,20 ;8,20%;12-01 / 02-01;5;0; 129 ;02-01 / 04-01;5;0; 138 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.942,79 ; R$ 1.807,98 
Frederico Westphalen - RS;rio grande do sul;Frederico Westphalen; 8,20 ;8,20%;12-01 / 02-01;5;0; 167 ;02-01 / 04-01;5;0; 116 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.495,81 ; R$ 2.156,01 
Garruchos - RS;rio grande do sul;Garruchos; 8,20 ;8,20%;12-01 / 02-01;5;0; 107 ;02-01 / 04-01;5;0; 136 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.327,81 ; R$ 1.844,27 
Gaurama - RS;rio grande do sul;Gaurama; 8,20 ;8,20%;12-01 / 02-01;5;0; 207 ;02-01 / 04-01;5;0; 111 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.210,34 ; R$ 2.247,37 
Getulio Vargas - RS;rio grande do sul;Getulio Vargas; 8,20 ;8,20%;12-01 / 02-01;5;0; 200 ;02-01 / 04-01;5;0; 124 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.251,36 ; R$ 2.010,21 
Girua - RS;rio grande do sul;Girua; 8,20 ;8,20%;12-01 / 02-01;5;0; 147 ;02-01 / 04-01;5;0; 118 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.697,64 ; R$ 2.124,51 
Gramado Dos Loureiros - RS;rio grande do sul;Gramado Dos Loureiros; 8,20 ;8,20%;12-01 / 02-01;5;0; 168 ;02-01 / 04-01;5;0; 102 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.485,37 ; R$ 2.460,17 
Gramado Xavier - RS;rio grande do sul;Gramado Xavier; 8,20 ;8,20%;12-01 / 02-01;5;0; 181 ;02-01 / 04-01;5;0; 145 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.380,16 ; R$ 1.727,02 
Herval - RS;rio grande do sul;Herval; 8,20 ;8,20%;12-01 / 02-01;5;0; 109 ;02-01 / 04-01;5;0; 80 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.300,67 ; R$ 3.109,77 
Horizontina - RS;rio grande do sul;Horizontina; 8,20 ;8,20%;12-01 / 02-01;5;0; 159 ;02-01 / 04-01;5;0; 103 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.569,76 ; R$ 2.437,42 
Hulha Negra - RS;rio grande do sul;Hulha Negra; 8,20 ;8,20%;12-01 / 02-01;5;0; 102 ;02-01 / 04-01;5;0; 97 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.454,70 ; R$ 2.586,94 
Humaita - RS;rio grande do sul;Humaita; 8,20 ;8,20%;12-01 / 02-01;5;0; 158 ;02-01 / 04-01;5;0; 115 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.580,30 ; R$ 2.173,76 
Ibiaca - RS;rio grande do sul;Ibiaca; 8,20 ;8,20%;12-01 / 02-01;5;0; 207 ;02-01 / 04-01;5;0; 140 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.207,11 ; R$ 1.787,29 
Ibiraiaras - RS;rio grande do sul;Ibiraiaras; 8,20 ;8,20%;12-01 / 02-01;5;0; 201 ;02-01 / 04-01;5;0; 128 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.245,56 ; R$ 1.955,22 
Ibirapuita - RS;rio grande do sul;Ibirapuita; 8,20 ;8,20%;12-01 / 02-01;5;0; 171 ;02-01 / 04-01;5;0; 135 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.460,75 ; R$ 1.845,23 
Ibiruba - RS;rio grande do sul;Ibiruba; 8,20 ;8,20%;12-01 / 02-01;5;0; 148 ;02-01 / 04-01;5;0; 126 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.690,34 ; R$ 1.981,67 
Ijui - RS;rio grande do sul;Ijui; 8,20 ;8,20%;12-01 / 02-01;5;0; 142 ;02-01 / 04-01;5;0; 128 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.765,22 ; R$ 1.957,37 
Independencia - RS;rio grande do sul;Independencia; 8,20 ;8,20%;12-01 / 02-01;5;0; 150 ;02-01 / 04-01;5;0; 114 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.664,49 ; R$ 2.198,32 
Itacurubi - RS;rio grande do sul;Itacurubi; 8,20 ;8,20%;12-01 / 02-01;5;0; 112 ;02-01 / 04-01;5;0; 120 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.236,56 ; R$ 2.083,23 
Itapuca - RS;rio grande do sul;Itapuca; 8,20 ;8,20%;12-01 / 02-01;5;0; 176 ;02-01 / 04-01;5;0; 138 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.418,52 ; R$ 1.811,11 
Itaqui - RS;rio grande do sul;Itaqui; 8,20 ;8,20%;12-01 / 02-01;5;0; 88 ;02-01 / 04-01;5;0; 31 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.835,47 ; R$ 8.001,68 
Jaboticaba - RS;rio grande do sul;Jaboticaba; 8,20 ;8,20%;12-01 / 02-01;5;0; 155 ;02-01 / 04-01;5;0; 123 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.615,83 ; R$ 2.030,01 
Jacuizinho - RS;rio grande do sul;Jacuizinho; 8,20 ;8,20%;12-01 / 02-01;5;0; 141 ;02-01 / 04-01;5;0; 139 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.769,10 ; R$ 1.797,09 
Jaguarao - RS;rio grande do sul;Jaguarao; 8,20 ;8,20%;12-01 / 02-01;5;0; 103 ;02-01 / 04-01;5;0; 77 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.432,01 ; R$ 3.237,69 
Jaguari - RS;rio grande do sul;Jaguari; 8,20 ;8,20%;12-01 / 02-01;5;0; 144 ;02-01 / 04-01;5;0; 67 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.739,47 ; R$ 3.733,33 
Jari - RS;rio grande do sul;Jari; 8,20 ;8,20%;12-01 / 02-01;5;0; 144 ;02-01 / 04-01;5;0; 84 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.739,37 ; R$ 2.982,36 
Joia - RS;rio grande do sul;Joia; 8,20 ;8,20%;12-01 / 02-01;5;0; 129 ;02-01 / 04-01;5;0; 121 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.944,74 ; R$ 2.060,98 
Julio De Castilhos - RS;rio grande do sul;Julio De Castilhos; 8,20 ;8,20%;12-01 / 02-01;5;0; 127 ;02-01 / 04-01;5;0; 119 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.968,21 ; R$ 2.102,70 
Lagoa Vermelha - RS;rio grande do sul;Lagoa Vermelha; 8,20 ;8,20%;12-01 / 02-01;5;0; 213 ;02-01 / 04-01;5;0; 137 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.174,07 ; R$ 1.819,34 
Lagoao - RS;rio grande do sul;Lagoao; 8,20 ;8,20%;12-01 / 02-01;5;0; 176 ;02-01 / 04-01;5;0; 147 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.424,20 ; R$ 1.697,87 
Lajeado Do Bugre - RS;rio grande do sul;Lajeado Do Bugre; 8,20 ;8,20%;12-01 / 02-01;5;0; 151 ;02-01 / 04-01;5;0; 116 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.651,13 ; R$ 2.147,55 
Lavras Do Sul - RS;rio grande do sul;Lavras Do Sul; 8,20 ;8,20%;12-01 / 02-01;5;0; 128 ;02-01 / 04-01;5;0; 108 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.947,00 ; R$ 2.305,83 
Liberato Salzano - RS;rio grande do sul;Liberato Salzano; 8,20 ;8,20%;12-01 / 02-01;5;0; 157 ;02-01 / 04-01;5;0; 122 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.592,52 ; R$ 2.056,12 
Macambara - RS;rio grande do sul;Macambara; 8,20 ;8,20%;12-01 / 02-01;5;0; 107 ;02-01 / 04-01;5;0; 90 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.339,44 ; R$ 2.768,51 
Machadinho - RS;rio grande do sul;Machadinho; 8,20 ;8,20%;12-01 / 02-01;5;0; 210 ;02-01 / 04-01;5;0; 134 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.190,04 ; R$ 1.869,15 
Manoel Viana - RS;rio grande do sul;Manoel Viana; 8,20 ;8,20%;12-01 / 02-01;5;0; 101 ;02-01 / 04-01;5;0; 35 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.477,84 ; R$ 7.239,28 
Marau - RS;rio grande do sul;Marau; 8,20 ;8,20%;12-01 / 02-01;5;0; 181 ;02-01 / 04-01;5;0; 126 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.379,00 ; R$ 1.976,46 
Mata - RS;rio grande do sul;Mata; 8,20 ;8,20%;12-01 / 02-01;5;0; 143 ;02-01 / 04-01;5;0; 64 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.748,27 ; R$ 3.900,72 
Mato Queimado - RS;rio grande do sul;Mato Queimado; 8,20 ;8,20%;12-01 / 02-01;5;0; 136 ;02-01 / 04-01;5;0; 118 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.838,69 ; R$ 2.114,19 
Maximiliano De Almeida - RS;rio grande do sul;Maximiliano De Almeida; 8,20 ;8,20%;12-01 / 02-01;5;0; 212 ;02-01 / 04-01;5;0; 126 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.177,61 ; R$ 1.981,53 
Minas Do Leao - RS;rio grande do sul;Minas Do Leao; 8,20 ;8,20%;12-01 / 02-01;5;0; 134 ;02-01 / 04-01;5;0; 110 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.861,42 ; R$ 2.263,52 
Monte Alegre Dos Campos - RS;rio grande do sul;Monte Alegre Dos Campos; 8,20 ;8,20%;12-01 / 02-01;5;0; 194 ;02-01 / 04-01;5;0; 152 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.287,15 ; R$ 1.641,51 
Mormaco - RS;rio grande do sul;Mormaco; 8,20 ;8,20%;12-01 / 02-01;5;0; 161 ;02-01 / 04-01;5;0; 136 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.553,53 ; R$ 1.840,69 
Muitos Capoes - RS;rio grande do sul;Muitos Capoes; 8,20 ;8,20%;12-01 / 02-01;5;0; 207 ;02-01 / 04-01;5;0; 137 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.206,31 ; R$ 1.828,20 
Nonoai - RS;rio grande do sul;Nonoai; 8,20 ;8,20%;12-01 / 02-01;5;0; 181 ;02-01 / 04-01;5;0; 104 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.381,21 ; R$ 2.402,78 
Nova Alvorada - RS;rio grande do sul;Nova Alvorada; 8,20 ;8,20%;12-01 / 02-01;5;0; 178 ;02-01 / 04-01;5;0; 129 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.407,70 ; R$ 1.932,38 
Nova Esperanca Do Sul - RS;rio grande do sul;Nova Esperanca Do Sul; 8,20 ;8,20%;12-01 / 02-01;5;0; 151 ;02-01 / 04-01;5;0; 59 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.659,88 ; R$ 4.263,56 
Nova Palma - RS;rio grande do sul;Nova Palma; 8,20 ;8,20%;12-01 / 02-01;5;0; 118 ;02-01 / 04-01;5;0; 113 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.121,52 ; R$ 2.217,71 
Nova Ramada - RS;rio grande do sul;Nova Ramada; 8,20 ;8,20%;12-01 / 02-01;5;0; 160 ;02-01 / 04-01;5;0; 124 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.559,07 ; R$ 2.021,33 
Novo Machado - RS;rio grande do sul;Novo Machado; 8,20 ;8,20%;12-01 / 02-01;5;0; 146 ;02-01 / 04-01;5;0; 92 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.716,10 ; R$ 2.717,25 
Novo Tiradentes - RS;rio grande do sul;Novo Tiradentes; 8,20 ;8,20%;12-01 / 02-01;5;0; 154 ;02-01 / 04-01;5;0; 127 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.623,41 ; R$ 1.970,99 
Novo Xingu - RS;rio grande do sul;Novo Xingu; 8,20 ;8,20%;12-01 / 02-01;5;0; 149 ;02-01 / 04-01;5;0; 118 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.680,64 ; R$ 2.119,91 
Paim Filho - RS;rio grande do sul;Paim Filho; 8,20 ;8,20%;12-01 / 02-01;5;0; 205 ;02-01 / 04-01;5;0; 133 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.220,55 ; R$ 1.884,41 
Palmeira Das Missoes - RS;rio grande do sul;Palmeira Das Missoes; 8,20 ;8,20%;12-01 / 02-01;5;0; 165 ;02-01 / 04-01;5;0; 113 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.519,12 ; R$ 2.206,71 
Palmitinho - RS;rio grande do sul;Palmitinho; 8,20 ;8,20%;12-01 / 02-01;5;0; 171 ;02-01 / 04-01;5;0; 116 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.463,30 ; R$ 2.161,62 
Panambi - RS;rio grande do sul;Panambi; 8,20 ;8,20%;12-01 / 02-01;5;0; 155 ;02-01 / 04-01;5;0; 123 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.617,68 ; R$ 2.040,09 
Pantano Grande - RS;rio grande do sul;Pantano Grande; 8,20 ;8,20%;12-01 / 02-01;5;0; 126 ;02-01 / 04-01;5;0; 99 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.991,90 ; R$ 2.516,19 
Paraiso Do Sul - RS;rio grande do sul;Paraiso Do Sul; 8,20 ;8,20%;12-01 / 02-01;5;0; 129 ;02-01 / 04-01;5;0; 104 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.938,43 ; R$ 2.407,40 
Pedras Altas - RS;rio grande do sul;Pedras Altas; 8,20 ;8,20%;12-01 / 02-01;5;0; 107 ;02-01 / 04-01;5;0; 87 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.326,07 ; R$ 2.873,66 
Pedro Osorio - RS;rio grande do sul;Pedro Osorio; 8,20 ;8,20%;12-01 / 02-01;5;0; 107 ;02-01 / 04-01;5;0; 75 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.345,28 ; R$ 3.324,50 
Pejucara - RS;rio grande do sul;Pejucara; 8,20 ;8,20%;12-01 / 02-01;5;0; 144 ;02-01 / 04-01;5;0; 124 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.737,49 ; R$ 2.017,98 
Pelotas - RS;rio grande do sul;Pelotas; 8,20 ;8,20%;12-01 / 02-01;5;0; 123 ;02-01 / 04-01;5;0; 88 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.039,81 ; R$ 2.836,48 
Pinhal Da Serra - RS;rio grande do sul;Pinhal Da Serra; 8,20 ;8,20%;12-01 / 02-01;5;0; 222 ;02-01 / 04-01;5;0; 150 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.125,65 ; R$ 1.671,33 
Pinheirinho Do Vale - RS;rio grande do sul;Pinheirinho Do Vale; 8,20 ;8,20%;12-01 / 02-01;5;0; 169 ;02-01 / 04-01;5;0; 123 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.476,60 ; R$ 2.032,95 
Pinheiro Machado - RS;rio grande do sul;Pinheiro Machado; 8,20 ;8,20%;12-01 / 02-01;5;0; 112 ;02-01 / 04-01;5;0; 97 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.230,44 ; R$ 2.566,89 
Pirapo - RS;rio grande do sul;Pirapo; 8,20 ;8,20%;12-01 / 02-01;5;0; 113 ;02-01 / 04-01;5;0; 111 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.215,33 ; R$ 2.245,71 
Piratini - RS;rio grande do sul;Piratini; 8,20 ;8,20%;12-01 / 02-01;5;0; 115 ;02-01 / 04-01;5;0; 93 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.180,41 ; R$ 2.700,29 
Planalto - RS;rio grande do sul;Planalto; 8,20 ;8,20%;12-01 / 02-01;5;0; 176 ;02-01 / 04-01;5;0; 117 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.422,20 ; R$ 2.145,79 
Porto Maua - RS;rio grande do sul;Porto Maua; 8,20 ;8,20%;12-01 / 02-01;5;0; 142 ;02-01 / 04-01;5;0; 98 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.760,14 ; R$ 2.543,06 
Putinga - RS;rio grande do sul;Putinga; 8,20 ;8,20%;12-01 / 02-01;5;0; 172 ;02-01 / 04-01;5;0; 133 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.452,12 ; R$ 1.878,54 
Redentora - RS;rio grande do sul;Redentora; 8,20 ;8,20%;12-01 / 02-01;5;0; 163 ;02-01 / 04-01;5;0; 111 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.535,03 ; R$ 2.252,49 
Restinga Seca - RS;rio grande do sul;Restinga Seca; 8,20 ;8,20%;12-01 / 02-01;5;0; 115 ;02-01 / 04-01;5;0; 90 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.173,26 ; R$ 2.765,88 
Rio Dos Indios - RS;rio grande do sul;Rio Dos Indios; 8,20 ;8,20%;12-01 / 02-01;5;0; 190 ;02-01 / 04-01;5;0; 111 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.319,11 ; R$ 2.242,72 
Rio Grande - RS;rio grande do sul;Rio Grande; 8,20 ;8,20%;12-01 / 02-01;5;0; 96 ;02-01 / 04-01;5;0; 77 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.590,96 ; R$ 3.227,32 
Rio Pardo - RS;rio grande do sul;Rio Pardo; 8,20 ;8,20%;12-01 / 02-01;5;0; 139 ;02-01 / 04-01;5;0; 104 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.794,30 ; R$ 2.412,46 
Rodeio Bonito - RS;rio grande do sul;Rodeio Bonito; 8,20 ;8,20%;12-01 / 02-01;5;0; 162 ;02-01 / 04-01;5;0; 123 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.539,08 ; R$ 2.027,05 
Rolador - RS;rio grande do sul;Rolador; 8,20 ;8,20%;12-01 / 02-01;5;0; 133 ;02-01 / 04-01;5;0; 109 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.879,32 ; R$ 2.285,64 
Ronda Alta - RS;rio grande do sul;Ronda Alta; 8,20 ;8,20%;12-01 / 02-01;5;0; 168 ;02-01 / 04-01;5;0; 119 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 1.490,39 ; R$ 2.098,17 
Roque Gonzales - RS;rio grande do sul;Roque Gonzales; 8,20 ;8,20%;12-01 / 02-01;5;0; 124 ;02-01 / 04-01;5;0; 104 ; 100,00 ; R$ 5.000,00 ; R$ 41.000,00 ; R$ 500.000,00 ; R$ 250.000,00 ; R$ 250.000,00 ; R$ 2.014,01 ; R$ 2.399,73 
